서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일
136,제대군인 대부지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=136,"금융기관에 대부업무를 위탁하여 신용이 낮은 사람도 대부를 받을 수 있도록 하고, 6개월 이상 연체된 채권은 보훈처에서 양수하여 오랫동안 군복무한 제대군인의 생활안정을 도모합니다.",국가보훈처 http://www.mpva.go.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인취업과,2021,2021-05-25
258,제대군인전직지원금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=258,"군인연금 비대상 중,장기복무 제대군인의 생활안정을 도모하고 취업과 창업을 촉진하기 위하여 제대군인 전직지원금을 지급합니다.",국가보훈처 http://www.mpva.go.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인일자리과,2021,2021-05-13
282,주거급여(맞춤형 급여),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=282,주거안정과 주거생활 향상을 위하여 일정 소득 이하 국민에게 주거급여를 지원합니다.,마이홈 www.myhome.go.kr,마이홈 콜센터 1600-0777,국토교통부,주거복지정책과,2021,2021-06-09
12395,주거안정 월세대출,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12395,주택 상황의 급변으로 인해 주거 비용이 급증한 저소득 임차가구의 주거 안정을 도모하기 위해 월세 대출을 지원합니다.,주택도시기금 nhuf.milit.go.kr,주택도시기금 1566-9009,국토교통부,주택기금과,2021,2021-05-26
12392,주거안정 월세대출 보증,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12392,자활의지가 있는 저소득계층의 주거안정을 지원합니다.,한국주택금융공사 http://www.hf.go.kr/,한국주택금융공사 대표전화 1688-8114,금융위원회,가계금융과,2021,2021-05-31
207,주택담보노후연금보증,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=207,"소득이 없거나 부족한 노인이, 보유하고 있는 주택을 담보로 매월 일정금액의 대출금을 연금형식으로 받아 안정적인 노후 생활을 할 수 있습니다.",한국주택금융공사 http://www.hf.go.kr/,한국주택금융공사 대표전화 1688-8114,금융위원회,가계금융과,2021,2021-05-31
52,중도시각장애인재활훈련지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=52,후천적 시각장애인을 위하여 맞춤형 재활 및 교육 프로그램을 실시하고 사회에 잘 적응하여 삶의 질을 향상시킬 수 있도록 지원합니다.,,한국시각장애인연합회 02-799-1000,보건복지부,장애인권익지원과,2020,2020-04-13
244,중독관리통합지원센터 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=244,"중독관리통합지원센터(구, 알콜상담센터)를 설치·운영하여 통합적인 문제 음주자 및 알코올 등 중독자 관리체계를 구축하고 중독자 조기발견·상담·치료·재활 및 사회로의 복귀를 지원합니다.",G-Health http://www.g-health.kr/ 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,정신건강관리과,2021,2021-06-16
156,중앙아동보호전문기관 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=156,"전국에 있는 61개 지역아동보호전문기관을 관리 감독하여 아동학대 예방 사업의 전문성을 확보하고, 사업을 활성화합니다.",,중앙아동보호전문기관 02-6906-1010,보건복지부,아동학대대응과,2019,2019-05-13
257,중장기복무 제대군인 무료법률 구조지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=257,제대군인이 사회적응 과정에서 겪는 법률문제를 대한법률구조공단을 통해무료로 지원합니다.,대한법률구조공단 http://www.klac.or.kr/ 제대군인지원센터 http://www.vnet.go.kr/,보훈상담센터 1577-0606,국가보훈처,제대군인취업과,2021,2021-05-13
83,중장년 기술창업센터 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=83,"경력, 네트워크, 전문성을 보유한 중장년 (예비)창업자의 기술창업 활성화를 위해 창업교육과 창업거점을 지원합니다.",K-스타트업 http://www.K-startup.go.kr/,K-스타트업 1357(내선번호 3번),중소벤처기업부,창업촉진과,2021,2021-05-21
17520,중증장애인 근로자 출퇴근비용 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17520,"중증장애인에게 출, 퇴근 비용 지원하여 근로의욕 고취와 안정적 직업생활 유지하기 위함입니다.",한국장애인고용공단 http://www.kead.or.kr,한국장애인고용공단 1588-1519,고용노동부,장애인고용과,2021,2021-05-15
16496,중증장애인 지역맞춤형 취업지원 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16496,"동료상담, 자조모임 등 동료지원 활동을 통해 비경제활동 또는 실업상태에 있는중증장애인의 취업의욕 고취하여 경제활동을 촉진",한국장애인고용공단 http://www.kead.or.kr,한국장애인고용공단 1588-1519,고용노동부,장애인고용과,2021,2021-06-14
337,중증장애인 직업재활 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=337,중증장애인의 자립기반을 마련하여 사회 참여를 증진시키기 위하여 직업재활서비스를 지원합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,장애인자립기반과,2021,2021-05-07
178,중증장애인지원고용(훈련수당),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=178,중증장애인의 고용을 위해 직무수행에 필요한 기술과 직장적응을 취업 전 사업체 현장에서 지도하여 취업으로 연계합니다.,한국장애인고용공단 http://www.kead.or.kr,장애인고용공단 대표전화 1588-1519,고용노동부,장애인고용과,2021,2021-06-10
158,"지방세 비과세감면(주민세, 취득세, 자동차세, 재산세, 지역자원시설세 등)",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=158,"생계·의료·주거·교육급여 수급자, 국가유공자, 장애인 등이 부담하는 세부 사업별 세액을 감면·면제하여 생활 안정과 시설 운영을 돕습니다.",,행정안전부 044-205-3860,행정안전부,지방세특례제도과,2021,2021-05-04
60,지역 청소년활동정책 진흥사업(구 17개시도 지방청소년 활동진흥센터 운영지원),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=60,지방에 중앙의 청소년 정책을 전달하여 17개 시도 지역 청소년들이 균형 있게 성장하도록 지역 청소년활동정책을 지원합니다.,서울특별시청소년활동진흥센터 http://www.sy0404.or.kr 부산광역시청소년활동진흥센터 http://www.bsyouthvol.net 대구청소년지원재단 (청소년활동진흥센터) http://active.daeguyouth.net 인천광역시청소년활동진흥센터 http://www.inyouthvol.net 광주광역시청소년활동진흥센터 http://www.gjcenter.net 대전광역시청소년활동진흥센터 http://www.tjyvc.net 울산광역시청소년활동진흥센터 http://www.yesulsan.kr 세종특별자치시청소년활동진흥센터 http://www.sjyouth.or.kr 경기도청소년활동진흥센터  http://www.gysc.or.kr 강원청소년활동진흥센터 http://www.gwysc.or.kr 충북청소년종합지원센터(청소년활동진흥센터) http://www.cbyouth.net 재)충청남도청소년진흥원(청소년활동진흥센터) http://cnyouth.or.kr 전라북도청소년활동진흥센터 http://www.jb0479.or.kr 전남청소년미래재단 http://www.jnyouth.or.kr 경상북도청소년진흥원(청소년활동진흥센터) http://www.we7942.or.kr 경남청소년종합지원본부(청소년활동진흥센터) http://www.gnyouth.net 제주특별자치도청소년활동진흥센터 http://jejuyouth.net,여성가족부 청소년활동진흥과 02-2100-6255,여성가족부,청소년활동진흥과,2021,2021-06-01
234,지역공동체일자리사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=234,취약계층에게 생산적이고 안정적이며 지속 가능한 지역공동체 일자리를 제공하여 서민생활의 안정을 돕습니다.,행정안전부 http://www.moi.go.kr/,행정안전부 고객센터 02-2100-3399,행정안전부,지역일자리경제과,2021,2021-05-10
74,지역사회 청소년통합지원체계(청소년안전망),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=74,"학업중단, 가출, 인터넷 중독 등 위기에 처한 청소년의 건강한 성장과 복지증진을 위해 상담·보호·교육·자립 등 맞춤형 서비스를 제공합니다.",,여성가족부 청소년자립지원과 02-2100-6275,여성가족부,청소년자립지원과,2020,2021-06-07
128,지역사회 통합건강증진사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=128,"지역사회를 기반으로 금연, 음주폐해예방(절주), 신체활동, 영양, 비만예방관리, 구강보건, 지역사회중심재활 등의다양한 건강증진사업을 실시하여 지역 주민들의 건강한 삶을 지원합니다.",보건복지부 http://www.mohw.go.kr,보건복지상담센터 129,보건복지부,건강정책과,2021,2021-06-09
55,지역사회서비스투자사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=55,지역의 특성과 수요에 부합하는 사회서비스를 제공하여 지역복지를 활성화하고 양질의 일자리를 창출할 수 있도록 지원합니다.,보건복지부 사회서비스바우처 http://www.socialservice.or.kr 보건복지부 사회서비스사업과 www.mw.go.kr,사회서비스 전자바우처 1566-3232,보건복지부,사회서비스사업과,2021,2021-04-22
252,지역아동센터 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=252,"방과후 돌봄이 필요한 지역사회 아동의 건전육성을 위하여 보호·교육, 건전한 놀이와 오락의 제공, 보호자와 지역사회의 연계 등 종합적인 복지서비스 제공합니다.",보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,인구정책총괄과,2021,2021-05-18
56,지역자활센터 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=56,"근로 능력이 있는 저소득층에게 체계적, 집중적인 자활 서비스를 제공하여 자활 의욕을 고취하고 자립 능력을 높입니다.",보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,자립지원과,2020,2020-04-10
187,직업능력개발운영(훈련수당),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=187,"장애인의 희망·적성·능력 등에 맞는 직업생활을 할 수 있도록, 직업능력개발훈련을 실시하여 경제적 안정을 도모합니다.",한국장애인고용공단 http://www.kead.or.kr 한국장애인고용공단 일산직업능력개발원 http://campus.kead.or.kr/ilsan 한국장애인고용공단 부산직업능력개발원 http://campus.kead.or.kr/busan 한국장애인고용공단 대구직업능력개발원 http://campus.kead.or.kr/daegu 한국장애인고용공단 대전직업능력개발원 http://campus.kead.or.kr/daejeon 한국장애인고용공단 전남직업능력개발원 http://campus.kead.or.kr/jeonnam 한국장애인고용공단 서울맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 서울발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 인천발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 천안아산맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 창원맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 대구발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 광주발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 인천맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 전주맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 제주맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 경기발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 강원발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 경기맞춤훈련센터 http://www.kead.or.kr 한국장애인고용공단 경북발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 대전발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 부산발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 울산발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 전북발달장애인훈련센터 http://www.kead.or.kr 정부·공공부문 대비 온라인과정 http://digital.kead.or.kr 한국장애인고용공단 경남발달장애인훈련센터 http://www.kead.or.kr 한국장애인고용공단 충북발달장애인훈련센터 http://www.kead.or.kr,한국장애인고용공단 대표번호 1588-1519,고용노동부,장애인고용과,2021,2021-06-11
176,직업훈련생계비 대부,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=176,근로 취약계층이 생계비에 대한 부담 없이 장기간 체계적인 훈련을 받고 더 나은 일자리로 취업할 수 있도록 지원합니다.,근로복지공단 http://www.kcomwel.or.kr/,근로복지공단 대표전화 1588-0075,고용노동부,인적자원개발과,2021,2021-04-29
104,직장어린이집 설치 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=104,근로자의 육아 부담을 덜고 여성의 경제활동 참여를 촉진하기 위하여 직장어린이집의 설치 및 운영을 지원합니다.,,근로복지공단 직장보육지원센터 02-2670-0410~9,고용노동부,여성고용정책과,2021,2021-06-17
105,진폐근로자 보호,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=105,"분진작업 종사 근로자의 진폐 예방을 위하여 건강진단 및 정밀진단을 실시하고,진폐에 걸린 근로자 및 그 유족에게 위로금을 지급하여 진폐근로자의 건강을 보호하고 생활안정을 돕습니다.",근로복지공단 업무상질병부 www.kcomwel.or.kr,근로복지공단 대표전화 1588-0075,고용노동부,산재보상정책과,2021,2021-06-08
360,차상위본인부담경감대상자지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=360,치료가 필요한 차상위계층의 요양급여 비용 중 본인이 부담해야 하는 금액을 지원합니다.,국민건강보험공단 http://www.nhis.or.kr/,국민건강보험공단 상담센터 1577-1000,보건복지부,보험정책과,2021,2021-05-07
274,참전명예수당,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=274,참전 유공자의 안정적인 생활과 복지 향상을 위해 명예 수당을 지급합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,보상정책과,2021,2021-05-26
159,창작준비금 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=159,예술인에게 창작준비에 필요한 지원금을 지급하여 안정적인 창작환경을 마련할 수 있도록 돕고 예술활동을 장려합니다.,한국예술인복지재단 www.kawf.kr,한국예술인복지재단 02-3668-0200,문화체육관광부,예술정책과,2021,2021-05-03
57,척수장애인재활훈련지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=57,"척수장애인에게 사회·심리 재활, 동료 상담가 파견, 지역사회 복귀훈련 등의다양한 재활프로그램을 지원합니다.",,한국척수장애인협회 1599-1991,보건복지부,장애인권익지원과,2020,2020-04-13
16438,청년희망키움통장,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16438,일하는 생계급여수급 청년의 탈수급과  자립을 향한 꿈을 키워나갈 수 있도록 돕습니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,자립지원과,2020,2020-04-16
17162,청소년 발달장애학생 방과후활동서비스,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17162,만 12세~17세의 청소년 발달장애인이 방과후에도 돌봄을 지원받을 수 있도록  방과후활동 이용권을 지급합니다.,보건복지부 콜센터 http://www.129.go.kr 지역발달장애인지원센터 www.broso.or.kr,보건복지상담센터 129,보건복지부,장애인서비스과,2021,2021-06-15
75,청소년국제교류,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=75,청소년의 국제 교류를 통해 국가간 우의를 증진하고 국가간 협력기반을 조성하여 글로벌 리더의 역량을 개발하도록 지원합니다.,여성가족부 청소년활동진흥과 https://www.youth.go.kr/iye,여성가족부 청소년활동진흥과 02-2100-6256,여성가족부,청소년활동진흥과,2021,2021-06-11
76,청소년동반자프로그램 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=76,"위기 청소년을 대상으로 전문가가 찾아가서 심층상담을 하고,청소년 동반자 프로그램을 통해 심리적·정서적 지지를 얻을 수 있도록 지원합니다.",,여성가족부 청소년자립지원과 02-2100-6275,여성가족부,청소년자립지원과,2020,2021-06-07
171,청소년방과후아카데미운영지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=171,"방과후 돌봄이 필요한 취약계층 청소년에게 체험활동, 학습지원, 급식, 상담 등 종합서비스 제공을 통한 건강한 성장 및 자립 역량 배양을 지원합니다.",청소년방과후아카데미운영지원단 (www.youth.go.kr/yaca,청소년방과후아카데미운영지원단 02-330-2831~3,여성가족부,청소년활동진흥과,2021,2021-05-31
62,청소년복지시설 운영 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=62,가출 청소년을 보호하고 상담이나 교육문화활동 지원을 통해 비행이나 탈선을 예방하여 가정복귀와 사회적응을 돕습니다.,"청소년상담복지센터, 한국청소년상담복지개발원 한국청소년상담복지개발원(www.kyci.or.kr)",한국청소년상담복지개발원 1388,여성가족부,청소년자립지원과,2021,2021-05-11
77,청소년사이버상담센터 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=77,어려움을 겪고 있는 청소년에게 사이버상담센터에서 인터넷으로 상담합니다.,"청소년상담복지센터, 한국청소년상담복지개발원 한국청소년상담복지개발원(www.kyci.or.kr)",한국청소년상담복지개발원 1388(지역번호+1388),여성가족부,청소년자립지원과,2021,2021-06-01
58,청소년산모 임신·출산 의료비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=58,청소년산모에게 임신 및 출산에 필요한 의료비를 지원하여 청소년산모와 태아의 건강증진을 돕습니다.,사회서비스바우처 http://www.socialservice.or.kr,사회서비스 전자바우처 1566-3232(단축번호4),보건복지부,출산정책과,2021,2021-04-16
78,청소년성문화센터 설치·운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=78,"아동·청소년이 다양한 도구와 매체를 활용하여 자기 주도적으로 학습할 수 있는 상설 성교육공간을 구축하여 운영함으로써 건강한 성 가치관 정립을 지원하고, 성범죄 예방을 도모합니다.",광진구청소년성문화센터 www.seekle.or.kr 송파청소년성문화센터 www.youth1318.or.kr 아하!청소년성문화센터 www.ahacenter.kr 창동청소년성문화센터 www.cdyouth.or.kr 드림청소년성문화센터 sundreamcenter.cafe24.com/default/ 늘함께청소년성문화센터 www.say2008.or.kr 부산광역시청소년성문화센터 bs4.ox.or.kr 탄생의신비관청소년성문화센터 www.busansay.co.kr 탄생의신비관이동형청소년성문화센터 www.busansay.co.kr 대구청소년성문화센터 www.dgsay.net 대구아름청소년성문화센터 daeguarm.net 인천광역시청소년성문화센터 www.isc.or.kr 부평구청소년성문화센터 www.bpy.or.kr 광주광역시청소년성문화센터 gjsay.onmam.com 광산구청소년성문화센터 www.wawasay.or.kr 대전광역시청소년성문화센터 www.djsay.net 울산시청소년성문화센터 www.ulsansay.com 경기도청소년성문화센터 www.tacteenwa.or.kr 경기북부청소년성문화센터 www.congcong.or.kr 부천시청소년성문화센터 www.bchello.co.kr 화성시청소년성문화센터 http://www.hssay.or.kr 경기도이동형청소년성문화센터 www.tacteenwa.or.kr 경기북부이동형청소년성문화센터 www.congcong.or.kr 강릉시청소년성문화센터 www.gnsay1318.or.kr 강원도청소년성문화센터 www.isay.or.kr 원주시청소년성문화센터 www.n-center.or.kr 강원이동형청소년성문화센터 www.isay.or.kr 충청북도청소년성문화센터 www.cbsay.or.kr 충주시청소년청소년성문화센터 www.chungjusay.com 충북이동형청소년성문화센터 www.cjhotline.co.kr 충청남도청소년성문화센터 www.cnyouth.or.kr 군산시청소년성문화센터 cafe.daum.net/gunsan-say 익산시청소년성문화센터 www.issay.or.kr 전주시청소년성문화센터 www.jeonjusay.com 정읍시청소년성문화센터 www.jesay.net 목포시청소년성문화센터 www.msay.or.kr 여수시청소년성문화센터 www.ysay.kr 전라남도청소년성문화센터 www.jnsay.or.kr 경상북도청소년성문화센터 www.gbsay.com 포항청소년성문화센터 www.phsay1004.or.kr 경상북도북부청소년성문화센터 www.gbbsay.kr 경북이동형청소년성문화센터 www.gbbsay.kr 경상남도청소년성문화센터 www.youthsacheon.com 창원시청소년성문화센터 www.gnyouth.net 경남이동형청소년성문화센터 www.gnyouth.net 서귀포시청소년성문화센터 www.sgpyouth.or.kr 제주시청소년성문화센터 say.jejusi.go.kr,한국청소년성문화센터협의회 02-3144-1223,여성가족부,아동청소년성보호과,2021,2021-03-29
145,청소년유해환경개선,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=145,선정된 민간단체가 청소년을 대상으로 유해약물을 불법으로 판매하는 업소에 대하여 모니터링을 실시합니다.,여성가족부 http://www.mogef.go.kr/,여성가족부 대표전화 02-2100-6000,여성가족부,청소년보호환경과,2021,2021-06-14
79,청소년전화1388 및 모바일문자상담 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=79,"청소년 전화 1388 전화상담과 모바일 문자상담, 카카오톡 상담 등을  운영하여 청소년의 일상적인 고민 상담부터 위기상황에 대한 상담 등을 지원합니다.","청소년상담복지센터, 한국청소년상담복지개발원 한국청소년상담복지개발원(www.kyci.or.kr)",청소년상담복지센터 1388,여성가족부,청소년자립지원과,2021,2021-06-01
144,청소년치료재활센터 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=144,"정서나 행동에 어려움을 겪는 청소년이 건강하게 성장하도록 종합적이고 전문적 서비스를 제공하는 기숙형 상담, 치료기관을 운영합니다.",국립중앙청소년디딤센터 www.nyhc.or.kr,국립중앙청소년디딤센터 031-333-1900,여성가족부,청소년보호환경과,2021,2021-06-01
160,청소년특별지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=160,"보호자가 없거나, 실질적으로 보호자의 보호를 받지 못하는 위기청소년이 올바르게 성장하고 안정된 생활을 할 수 있도록 지원합니다.",여성가족부 http://www.mogef.go.kr/index.jsp,여성가족부 02-2100-6000,여성가족부,학교밖청소년지원과,2021,2021-06-01
353,청소년한부모 고교생 교육비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=353,학업이 중단될 위기에 직면한 청소년 한부모가 정규 고등학교 교육 과정을 이수할 기회를 보장합니다.,여성가족부 http://www.mogef.go.kr/index.jsp,여성가족부 대표전화 02-2100-6000,여성가족부,가족지원과,2021,2021-06-11
155,청소년한부모자립지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=155,청소년 한부모가 자녀를 양육하고 자립할 수 있도록 지원합니다.,여성가족부 http://www.mogef.go.kr/index.jsp,한부모 상담전화 1644-6621,여성가족부,가족지원과,2021,2021-06-07
80,청소년활동지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=80,청소년이 꿈을 펼칠 수 있도록 다양한 체험활동 기회를 제공하여 개성과 창의성을 개발하고 건강하게 성장하도록 지원합니다.,,여성가족부 청소년활동진흥과 02-2100-6249,여성가족부,청소년활동진흥과,2021,2021-06-01
190,초.중.고 학생 교육정보화 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=190,"초등학생, 중학생, 고등학생에게 PC와 인터넷 통신비를 지원하여  정보 소외 계층의 교육 격차를 해소하고 균등한 교육 기회를 제공합니다.","중앙상담센터 (09:00~22:00, 주말포함)",중앙상담센터 1544-9654,교육부,이러닝과,2021,2021-05-31
200,초등돌봄교실,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=200,맞벌이가정 등의 자녀가 방과후에도 안심하고 생활할 수 있도록 학교가 자녀를 돌봅니다.,교육부 http://www.moe.go.kr,교육부 대표전화 02-6222-6060,교육부,방과후돌봄정책과,2021,2021-01-12
17163,최저임금적용제외 근로장애인 전환지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17163,직업재활시설 최저임금 적용제외 대상 근로장애인에게 직업재활과 훈련기회를 제공하여 양질의 일자리로 고용전환을 지원합니다.,한국장애인고용공단 http://www.kead.or.kr,한국장애인고용공단 1588-1519,고용노동부,장애인고용과,2021,2021-06-10
106,출산육아기 고용안정장려금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=106,육아휴직·육아기 근로시간 단축 등에 따른 사업주의 노무 비용 부담을 완화하고 육아휴직 등 기간 중 대체인력 활용을 촉진하여 고용안정을 도모합니다.,고용노동부 고객상담센터 http://www.moel.go.kr/,고용노동부 고객상담센터 1350,고용노동부,여성고용정책과,2021,2021-06-17
90,취약계층 환경성질환 예방사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=90,"실내환경 진단 및 컨설팅, 실내환경 개선, 환경성질환자(소아·청소년·어르신) 진료지원 서비스를 제공합니다.",환경부 www.me.go.kr 한국환경산업기술원 환경피해예방실 www.keiti.re.kr,"한국환경산업기술원 환경피해예방실 02-2284-1813, 1827",환경부,환경보건정책과,2021,2021-05-26
107,취약계층취업촉진 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=107,취약계층을 위한 취업촉진프로그램을 제공하여 구직의욕 및 기술을 제고하고 취업 촉진을 지원합니다.,고용노동부 고객상담센터 http://www.moel.go.kr/,고용노동부 고객상담센터 1350,고용노동부,고용서비스정책과,2021,2021-05-31
209,"취약농가인력지원(영농도우미, 행복나눔이(가사도우미) 지원)",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=209,"사고, 질병 농가에는 영농도우미를 지원하여 안정적인 영농활동으로 농가소득을 증대할 수 있도록 돕고, 고령의 취약 농촌 가정에는 행복나눔이를  지원하여 기초적인 가사생활을 유지할 수 있도록 돕습니다.",,농협중앙회 지역사회공헌부 02-2080-5424,농림축산식품부,농촌사회복지과,2021,2021-04-23
193,취업 후 상환 학자금대출,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=193,대학생이 학업에 전념할 수 있도록 학자금 전액대출을 지원하고 일정 소득이 발생한 후 소득수준에 따라 상환할 수 있도록 합니다.,한국장학재단 고객센터 www.kosaf.go.kr,한국장학재단 고객센터 1599-2000,교육부,대학재정장학과,2021,2021-03-26
59,취학전 아동 실명예방,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=59,"취학 전 아동의 시력검진과 눈 건강관리 교육을 실시하여 저시력 및 안질환을 조기에 발견하고, 적절한 치료와 관리를 통해 아동시각장애를 사전에 예방할 수 있도록 지원합니다.",한국실명예방재단 http://www.kfpb.org,"한국실명예방재단 02-718-1088, 1102",보건복지부,출산정책과,2021,2021-04-16
239,치매치료관리비지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=239,노후에도 안정적인 삶을 누릴 수 있도록 치매를 조기에 치료하고 지속적으로 관리하여 증상을 호전시키거나 심화를 예방합니다.,보건복지부 콜센터 http://www.129.go.kr 치매상담콜센터 www.nid.or.kr,보건복지상담센터 129,보건복지부,치매정책과,2021,2021-04-22
16440,큰글자책 보급 및 활성화 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16440,어르신과 시력이 좋지 않은 분들을 위해 도서관에 큰글자책을 보급하여 도서 접근성을 강화합니다.,,문화체육관광부 도서관정보정책기획단 044-203-2628,문화체육관광부,도서관정책기획단,2021,2021-05-04
